934	NM_001048171	chr1	-	45794913	45806142	45794977	45805926	16	45794913,45796187,45796853,45797091,45797332,45797694,45797837,45798062,45798245,45798434,45798589,45798768,45798956,45799084,45800062,45805890,	45795109,45796229,45797006,45797228,45797521,45797758,45797982,45798160,45798359,45798506,45798631,45798842,45798996,45799233,45800183,45806142,	0	MUTYH	cmpl	cmpl	0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,
934	NM_001128425	chr1	-	45794913	45806142	45794977	45805926	16	45794913,45796187,45796853,45797091,45797332,45797694,45797837,45798062,45798245,45798434,45798589,45798768,45798956,45799084,45800062,45805890,	45795109,45796229,45797006,45797228,45797521,45797758,45797982,45798160,45798359,45798506,45798631,45798842,45798996,45799275,45800183,45806142,	0	MUTYH	cmpl	cmpl	0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,
934	NM_001293190	chr1	-	45794913	45806142	45794977	45805926	16	45794913,45796187,45796853,45797091,45797332,45797694,45797837,45798062,45798245,45798434,45798589,45798768,45798956,45799084,45800062,45805890,	45795109,45796229,45797006,45797228,45797521,45797758,45797982,45798160,45798359,45798506,45798631,45798842,45798996,45799236,45800183,45806142,	0	MUTYH	cmpl	cmpl	0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,
934	NM_001293192	chr1	-	45794913	45806142	45794977	45798984	16	45794913,45796187,45796853,45797091,45797332,45797694,45797837,45798062,45798245,45798434,45798589,45798768,45798956,45799084,45800062,45805890,	45795109,45796229,45797006,45797228,45797521,45797758,45797982,45798160,45798359,45798506,45798631,45798842,45798996,45799169,45800183,45806142,	0	MUTYH	cmpl	cmpl	0,0,0,1,1,0,2,0,0,0,0,1,0,-1,-1,-1,
934	NM_012222	chr1	-	45794913	45806142	45794977	45805926	16	45794913,45796187,45796853,45797091,45797332,45797694,45797837,45798062,45798245,45798434,45798589,45798768,45798956,45799084,45800062,45805890,	45795109,45796229,45797006,45797228,45797521,45797758,45797982,45798160,45798359,45798506,45798631,45798842,45798996,45799266,45800183,45806142,	0	MUTYH	cmpl	cmpl	0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,
176	NM_000051	chr11	+	108093558	108239826	108098351	108236235	63	108093558,108098321,108098502,108099904,108106396,108114679,108115514,108117690,108119659,108121427,108122563,108123543,108124540,108126941,108128207,108129712,108137897,108139136,108141790,108141977,108143258,108143448,108150217,108151721,108153436,108154953,108158326,108159703,108160328,108163345,108164039,108165653,108168013,108170440,108172374,108173579,108175401,108178623,108180886,108183137,108186549,108186737,108188099,108190680,108192027,108196036,108196784,108198371,108199747,108200940,108202170,108202605,108203488,108204612,108205695,108206571,108213948,108216469,108218005,108224492,108225537,108235808,108236051,	108093913,108098423,108098615,108100050,108106561,108114845,108115753,108117854,108119829,108121799,108122758,108123639,108124766,108127067,108128333,108129802,108138069,108139336,108141873,108142133,108143334,108143579,108150335,108151895,108153606,108155200,108158442,108159830,108160528,108163520,108164204,108165786,108168109,108170612,108172516,108173756,108175579,108178711,108181042,108183225,108186638,108186840,108188248,108190785,108192147,108196271,108196952,108198485,108199965,108201148,108202284,108202764,108203627,108204695,108205836,108206688,108214098,108216635,108218092,108224607,108225601,108235945,108239826,	0	ATM	cmpl	cmpl	-1,0,0,2,1,1,2,1,0,2,2,2,2,0,0,0,0,1,0,2,2,0,2,0,0,2,0,2,0,2,0,0,1,1,2,0,0,1,2,2,0,2,0,2,2,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,0,2,
143	NM_000021	chr14	+	73603142	73690399	73614727	73685997	12	73603142,73614502,73614674,73637504,73640273,73653560,73659351,73664738,73673093,73678476,73683833,73685841,	73603291,73614584,73614814,73637755,73640415,73653628,73659572,73664837,73673180,73678650,73683952,73690399,	0	PSEN1	cmpl	cmpl	-1,-1,0,0,2,0,2,1,1,1,1,0,
1270	NM_001286167	chr16	-	89803958	89883065	89805105	89883023	43	89803958,89805289,89805536,89805885,89806401,89807211,89809207,89811366,89812991,89813238,89815066,89816137,89818545,89824984,89828356,89831297,89833548,89836244,89836573,89836971,89838085,89839678,89842149,89845208,89845350,89846276,89849266,89849414,89851261,89857810,89858334,89858878,89862313,89865573,89866012,89869666,89871687,89874701,89877114,89877336,89880927,89882284,89882944,	89805116,89805382,89805697,89805961,89806507,89807274,89809346,89811479,89813096,89813298,89815175,89816310,89818630,89825113,89828430,89831474,89833645,89836432,89836667,89837042,89838222,89839792,89842223,89845258,89845411,89846365,89849326,89849510,89851372,89857944,89858476,89858955,89862426,89865640,89866046,89869749,89871800,89874775,89877210,89877479,89881021,89882394,89883065,	0	FANCA	cmpl	cmpl	1,1,2,1,0,0,2,0,0,0,2,0,2,2,0,0,2,0,2,0,1,1,2,0,2,0,0,0,0,1,0,1,2,1,0,1,2,0,0,1,0,1,0,
698	NM_001324162	chrX	-	14861528	14891191	14861688	14883632	10	14861528,14862624,14862977,14868626,14871160,14875983,14877303,14882681,14887044,14891128,	14862103,14862862,14863408,14868796,14871289,14876076,14877456,14883702,14887165,14891191,	0	FANCB	cmpl	cmpl	2,1,2,0,0,0,0,0,-1,-1,
221	NM_001282626	chr1	+	156084460	156109880	156084709	156108897	12	156084460,156100407,156104193,156104595,156104977,156105691,156106004,156106711,156106903,156107444,156108278,156108870,	156085065,156100564,156104319,156104766,156105103,156105912,156106227,156106819,156107023,156107534,156108398,156109880,	0	LMNA	cmpl	cmpl	0,2,0,0,0,0,2,0,0,0,0,0,
221	NM_170707	chr1	+	156084460	156109880	156084709	156108897	12	156084460,156100407,156104193,156104595,156104977,156105691,156106004,156106711,156106903,156107444,156108278,156108870,	156085065,156100564,156104319,156104766,156105103,156105912,156106227,156106819,156107023,156107534,156108548,156109880,	0	LMNA	cmpl	cmpl	0,2,0,0,0,0,2,0,0,0,0,0,
138	NM_001317186	chr16	+	68771192	68869445	68857330	68867402	15	68771192,68772199,68835572,68842326,68842595,68844099,68845586,68846037,68847215,68849417,68855903,68857301,68862076,68863556,68867192,	68771366,68772314,68835796,68842470,68842751,68844244,68845762,68846166,68847398,68849662,68856128,68857529,68862207,68863700,68869445,	0	CDH1	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,
670	NM_001195803	chr19	+	11200037	11244505	11200224	11241992	16	11200037,11210898,11213339,11217240,11218067,11221327,11222189,11223953,11224210,11226769,11227534,11230767,11233849,11238683,11240188,11241956,	11200291,11211021,11213462,11217363,11218190,11221447,11222315,11224125,11224438,11226888,11227674,11230909,11234020,11238761,11240346,11244505,	0	LDLR	cmpl	cmpl	0,1,1,1,1,1,1,1,2,2,1,0,1,1,1,0,
823	NM_004019	chrX	-	31196311	31285024	31196781	31284946	9	31196311,31198486,31200854,31222077,31224698,31227614,31241163,31279071,31284926,	31196922,31198598,31201021,31222235,31224784,31227816,31241238,31279133,31285024,	0	DMD	cmpl	cmpl	0,2,0,1,2,1,1,2,0,
951	NM_001281494	chr2	+	48011093	48034092	48026028	48033999	10	48011093,48018065,48023032,48025753,48030558,48032048,48032756,48033342,48033590,48033917,	48011244,48018262,48023202,48028294,48030824,48032166,48032846,48033497,48033790,48034092,	0	MSH6	cmpl	cmpl	-1,-1,-1,0,1,0,1,1,0,2,
951	NM_001281493	chr2	+	48010220	48034092	48026028	48033999	9	48010220,48018065,48025749,48030558,48032048,48032756,48033342,48033590,48033917,	48010632,48018262,48028294,48030824,48032166,48032846,48033497,48033790,48034092,	0	MSH6	cmpl	cmpl	-1,-1,0,1,0,1,1,0,2,
951	NM_001281492	chr2	+	48010220	48034092	48010372	48033999	8	48010220,48025749,48030558,48032048,48032756,48033342,48033590,48033917,	48010609,48028294,48030824,48032166,48032846,48033497,48033790,48034092,	0	MSH6	cmpl	cmpl	0,0,1,0,1,1,0,2,
299	NM_001035	chr1	+	237205701	237997288	237205821	237995947	105	237205701,237433796,237494177,237519264,237527657,237532833,237538016,237540622,237550580,237551386,237580348,237586391,237604618,237608700,237617690,237619899,237632391,237655105,237656253,237659810,237664010,237666588,237670009,237674987,237693726,237711730,237713843,237729866,237732444,237753092,237753939,237755038,237756775,237758797,237765324,237774061,237777338,237780585,237787064,237788960,237791106,237794726,237796877,237798188,237801656,237802314,237804196,237806626,237811743,237813176,237814710,237817573,237819120,237821243,237823284,237824109,237829811,237831182,237837395,237838030,237841347,237843755,237850754,237862264,237863528,237865277,237868512,237870248,237872157,237872779,237875044,237880497,237881761,237886427,237889572,237890386,237893559,237895345,237897004,237905595,237919587,237920996,237923075,237924254,237934106,237935311,237936819,237941965,237944864,237946974,237949268,237951287,237954728,237955404,237957166,237958588,237961336,237965155,237969436,237972200,237982335,237991680,237993829,237994813,237995851,	237205869,237433916,237494282,237519285,237527672,237532908,237538095,237540735,237550680,237551483,237580423,237586548,237604783,237608822,237617874,237620035,237632487,237655224,237656387,237660052,237664203,237666805,237670114,237675091,237693810,237711890,237713991,237730075,237732619,237753301,237754292,237755153,237756936,237758957,237765411,237774288,237778143,237780786,237787170,237789104,237791380,237794841,237797010,237798292,237801792,237802501,237804302,237806747,237811913,237813397,237814801,237817714,237819284,237821322,237823374,237824247,237829889,237831258,237837519,237838146,237841412,237843877,237850804,237862325,237863767,237865359,237868643,237870569,237872398,237872867,237875137,237880668,237881821,237886562,237889608,237890499,237893656,237895449,237897056,237905649,237919687,237921076,237923152,237924328,237934187,237935400,237936948,237942070,237944946,237948272,237949336,237951435,237954815,237955623,237957297,237958631,237961470,237965216,237969583,237972335,237982492,237991745,237993930,237994865,237997288,	0	RYR2	cmpl	cmpl	0,0,0,0,0,0,0,1,0,1,2,2,0,0,2,0,1,1,0,2,1,2,0,0,2,2,0,1,0,1,0,2,0,2,0,0,2,0,0,1,1,2,0,1,0,1,2,0,1,0,2,0,0,2,0,0,0,0,1,2,1,0,2,1,2,1,2,1,1,2,0,0,0,0,0,0,2,0,2,0,0,1,0,2,1,1,0,0,0,1,0,2,0,0,0,2,0,2,0,0,0,1,0,2,0,
166	NM_001243744	chr9	-	97872507	98079991	97873477	98011573	14	97872507,97873744,97876910,97879596,97887367,97888810,97897627,97912204,97933360,97934318,98002930,98009713,98011408,98079807,	97873627,97873919,97876992,97879672,97887467,97888863,97897784,97912369,97933425,97934429,98003025,98009798,98011651,98079991,	0	FANCC	cmpl	cmpl	0,2,1,0,2,0,2,2,0,0,1,0,0,-1,
78	NM_001322007	chr7	-	6010555	6048737	6013029	6043637	14	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043602,6045522,6048627,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043689,6045662,6048737,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,2,0,-1,-1,
752	NM_058197	chr9	-	21967750	21974826	21974475	21974826	3	21967750,21970900,21974402,	21968241,21971207,21974826,	0	CDKN2A	cmpl	cmpl	-1,-1,0,
78	NM_001322005	chr7	-	6010555	6048659	6013029	6042215	15	6010555,6017218,6018226,6022454,6026389,6029430,6031603,6035164,6036956,6038738,6042083,6043320,6043602,6045522,6048437,	6013173,6017388,6018327,6022622,6027251,6029586,6031688,6035264,6037054,6038906,6042267,6043423,6043689,6045662,6048659,	0	PMS2	cmpl	cmpl	0,1,2,2,1,1,0,2,0,0,0,-1,-1,-1,-1,
601	NM_001318829	chr16	+	2097895	2138721	2100409	2138611	39	2097895,2100400,2103342,2104296,2105402,2106196,2106644,2107105,2108747,2110670,2111871,2112497,2112972,2114272,2115519,2120456,2121510,2121784,2122241,2122849,2124200,2125799,2126068,2126491,2129032,2129276,2129557,2130165,2131595,2133695,2134228,2134951,2135230,2136193,2136732,2137863,2138048,2138227,2138446,	2098066,2100487,2103453,2104441,2105520,2106245,2106770,2107179,2108874,2110814,2112009,2112601,2113054,2114428,2115636,2120579,2121617,2121935,2122364,2122984,2124390,2125893,2126171,2126586,2129197,2129429,2129670,2130378,2131799,2133817,2134716,2135027,2135323,2136380,2136872,2137942,2138140,2138326,2138721,	0	TSC2	cmpl	cmpl	-1,0,0,0,1,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,2,0,2,2,2,1,1,1,0,2,0,0,1,0,1,0,0,
2428	NM_000143	chr1	-	241660856	241683085	241661127	241683022	10	241660856,241663736,241665742,241667341,241669302,241671902,241675266,241676902,241680481,241682890,	241661270,241663890,241665870,241667545,241669468,241672085,241675443,241677013,241680616,241683085,	0	FH	cmpl	cmpl	1,0,1,1,0,0,0,0,0,0,
765	NM_024675	chr16	-	23614482	23652678	23614779	23652478	13	23614482,23619184,23625324,23632682,23634289,23635329,23637556,23640524,23640960,23646182,23649170,23649390,23652430,	23614990,23619333,23625412,23632799,23634451,23635415,23637718,23640596,23641790,23647655,23649273,23649450,23652678,	0	PALB2	cmpl	cmpl	2,0,2,2,2,0,0,0,1,1,0,0,0,
12	NM_000109	chrX	-	31137344	33357726	31140035	33357382	79	31137344,31144758,31152218,31164407,31165391,31187559,31190464,31191655,31196048,31196785,31198486,31200854,31222077,31224698,31227614,31241163,31279071,31341714,31366672,31462597,31496222,31497099,31514904,31525397,31645789,31676106,31697491,31747747,31792076,31838091,31854834,31893307,31947712,31950196,31986455,32235032,32305645,32328198,32360216,32361250,32364059,32366522,32380904,32382698,32383136,32398626,32404426,32407617,32408187,32429868,32456357,32459296,32466572,32472778,32481555,32482702,32486614,32490280,32503035,32509393,32519871,32536124,32563275,32583818,32591646,32591861,32613873,32632419,32662248,32663080,32715986,32717228,32827609,32834584,32841411,32862899,32867844,33038255,33357375,	31140047,31144790,31152311,31164531,31165635,31187718,31190530,31191721,31196087,31196922,31198598,31201021,31222235,31224784,31227816,31241238,31279133,31341775,31366751,31462744,31496491,31497220,31515061,31525570,31645979,31676261,31697703,31747865,31792309,31838200,31854939,31893490,31947862,31950344,31986631,32235180,32305818,32328393,32360399,32361403,32364197,32366645,32381075,32382827,32383316,32398797,32404582,32407791,32408298,32430030,32456507,32459431,32466755,32472949,32481711,32482816,32486827,32490426,32503216,32509635,32519959,32536248,32563451,32583998,32591754,32591963,32613993,32632570,32662430,32663269,32716115,32717410,32827728,32834757,32841504,32862977,32867937,33038317,33357726,	0	DMD	cmpl	cmpl	0,1,1,0,2,2,2,2,2,0,2,0,1,2,1,1,2,1,0,0,1,0,2,0,2,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,
82	NM_033084	chr3	+	10068070	10141344	10070341	10140634	43	10068070,10070308,10074515,10076152,10076378,10076856,10077970,10080962,10081404,10083306,10084242,10084733,10085167,10085512,10088263,10089600,10091057,10094070,10101977,10103834,10105475,10106039,10106412,10107077,10107547,10108892,10114554,10114936,10116213,10119764,10122783,10123029,10127495,10128817,10130132,10130511,10131975,10133864,10134968,10135972,10136883,10138009,10140403,	10068157,10070405,10074656,10076220,10076482,10076917,10078023,10081041,10081529,10083394,10084347,10084834,10085276,10085548,10088407,10089735,10091189,10094181,10102087,10103895,10105595,10106113,10106559,10107178,10107663,10109001,10114665,10115046,10116357,10119881,10122912,10123148,10127606,10128948,10130226,10130634,10132069,10133936,10135007,10136047,10136958,10138156,10141344,	0	FANCD2	cmpl	cmpl	-1,0,1,1,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,1,0,1,1,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,
1077	NM_130802	chr11	-	64570985	64578213	64571805	64577581	10	64570985,64572505,64573106,64573703,64574482,64574650,64575023,64575362,64577121,64577739,	64572288,64572670,64573242,64573840,64574570,64574691,64575152,64575571,64577604,64578213,	0	MEN1	cmpl	cmpl	0,0,2,0,2,0,0,1,0,-1,
1077	NM_130801	chr11	-	64570985	64578035	64571805	64577581	10	64570985,64572505,64573106,64573703,64574482,64574650,64575023,64575362,64577121,64577997,	64572288,64572670,64573242,64573840,64574570,64574691,64575152,64575571,64577604,64578035,	0	MEN1	cmpl	cmpl	0,0,2,0,2,0,0,1,0,-1,
867	NM_001167617	chr3	+	37035267	37092337	37042527	37092144	19	37035267,37038109,37042445,37045891,37048481,37050304,37053310,37053501,37055922,37058996,37061800,37067127,37070274,37081676,37083758,37089009,37090007,37090394,37091976,	37035381,37038200,37042539,37045965,37048554,37050396,37053353,37053590,37056035,37059090,37061954,37067498,37070423,37081785,37083822,37089174,37090100,37090508,37092337,	0	MLH1	cmpl	cmpl	-1,-1,0,0,2,0,2,0,2,1,2,0,2,1,2,0,0,0,0,
157	NM_004329	chr10	+	88516395	88684945	88635775	88683476	13	88516395,88598621,88635623,88649818,88651883,88659550,88659783,88671996,88676890,88678928,88681276,88683132,88683350,	88516676,88598736,88635842,88649981,88651986,88659647,88659883,88672141,88677083,88679226,88681452,88683263,88684945,	0	BMPR1A	cmpl	cmpl	-1,-1,0,1,2,0,1,2,0,1,2,1,0,
899	NM_007294	chr17	-	41196311	41277500	41197694	41276113	23	41196311,41199659,41201137,41203079,41209068,41215349,41215890,41219624,41222944,41226347,41228504,41234420,41242960,41243451,41247862,41249260,41251791,41256138,41256884,41258472,41267742,41276033,41277287,	41197819,41199720,41201211,41203134,41209152,41215390,41215968,41219712,41223255,41226538,41228631,41234592,41243049,41246877,41247939,41249306,41251897,41256278,41256973,41258550,41267796,41276132,41277500,	0	BRCA1	cmpl	cmpl	1,0,1,0,0,1,1,0,1,2,1,0,1,1,2,1,0,1,2,2,2,0,-1,
899	NM_007300	chr17	-	41196311	41277500	41197694	41276113	24	41196311,41199659,41201137,41203079,41209068,41215349,41215890,41219624,41222944,41226347,41228504,41231350,41234420,41242960,41243451,41247862,41249260,41251791,41256138,41256884,41258472,41267742,41276033,41277287,	41197819,41199720,41201211,41203134,41209152,41215390,41215968,41219712,41223255,41226538,41228628,41231416,41234592,41243049,41246877,41247939,41249306,41251897,41256278,41256973,41258550,41267796,41276132,41277500,	0	BRCA1	cmpl	cmpl	1,0,1,0,0,1,1,0,1,2,1,1,0,1,1,2,1,0,1,2,2,2,0,-1,
119	NM_000321	chr13	+	48877882	49056026	48878048	49054207	27	48877882,48881415,48916734,48919215,48921960,48923091,48934152,48936950,48939029,48941629,48942662,48947540,48951053,48953729,48954188,48954300,48955382,49027128,49030339,49033823,49037866,49039133,49039340,49047495,49050836,49051490,49054133,	48878185,48881542,48916850,48919335,48921999,48923159,48934263,48937093,48939107,48941739,48942740,48947628,48951170,48953786,48954220,48954377,48955579,49027247,49030485,49033969,49037971,49039247,49039504,49047526,49050979,49051540,49056026,	0	RB1	cmpl	cmpl	0,2,0,2,2,2,1,1,0,0,2,2,0,0,0,2,1,0,2,1,0,0,0,2,0,2,1,
12	NM_004011	chrX	-	31137344	32430371	31140035	32430326	51	31137344,31144758,31152218,31164407,31165391,31187559,31190464,31191655,31196048,31196785,31198486,31200854,31222077,31224698,31227614,31241163,31279071,31341714,31366672,31462597,31496222,31497099,31514904,31525397,31645789,31676106,31697491,31747747,31792076,31838091,31854834,31893307,31947712,31950196,31986455,32235032,32305645,32328198,32360216,32361250,32364059,32366522,32380904,32382698,32383136,32398626,32404426,32407617,32408187,32429868,32430278,	31140047,31144790,31152311,31164531,31165635,31187718,31190530,31191721,31196087,31196922,31198598,31201021,31222235,31224784,31227816,31241238,31279133,31341775,31366751,31462744,31496491,31497220,31515061,31525570,31645979,31676261,31697703,31747865,31792309,31838200,31854939,31893490,31947862,31950344,31986631,32235180,32305818,32328393,32360399,32361403,32364197,32366645,32381075,32382827,32383316,32398797,32404582,32407791,32408298,32430030,32430371,	0	DMD	cmpl	cmpl	0,1,1,0,2,2,2,2,2,0,2,0,1,2,1,1,2,1,0,0,1,0,2,0,2,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1815	NM_001278172	chr1	+	161284165	161334535	161284195	161332330	4	161284165,161293403,161310383,161332118,	161284215,161293460,161310445,161334535,	0	SDHC	cmpl	cmpl	0,2,2,1,
917	NM_020975	chr10	+	43572516	43625797	43572706	43623717	20	43572516,43595906,43597789,43600399,43601823,43604478,43606654,43607546,43608300,43609003,43609927,43612031,43613820,43614978,43615528,43617393,43619118,43620330,43622022,43623559,	43572779,43596170,43598077,43600641,43602019,43604678,43606913,43607672,43608411,43609123,43610184,43612179,43613928,43615193,43615651,43617464,43619256,43620430,43622170,43625797,	0	RET	cmpl	cmpl	0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,2,2,0,1,
1077	NM_000244	chr11	-	64570985	64578188	64571805	64577581	10	64570985,64572505,64573106,64573703,64574482,64574650,64575023,64575362,64577121,64578101,	64572288,64572670,64573242,64573840,64574570,64574691,64575152,64575571,64577604,64578188,	0	MEN1	cmpl	cmpl	0,0,2,0,2,0,0,1,0,-1,
717	NM_003000	chr1	-	17345224	17380665	17345375	17380514	8	17345224,17349102,17350467,17354243,17355094,17359554,17371255,17380442,	17345453,17349225,17350569,17354360,17355231,17359640,17371383,17380665,	0	SDHB	cmpl	cmpl	0,0,0,0,1,2,0,0,
1815	NM_003001	chr1	+	161284165	161334535	161284195	161332223	6	161284165,161293403,161298185,161310383,161326466,161332118,	161284215,161293460,161298287,161310445,161326630,161334535,	0	SDHC	cmpl	cmpl	0,2,2,2,1,0,
138	NM_001317185	chr16	+	68771192	68869445	68849645	68867402	16	68771192,68772199,68835572,68842326,68842595,68844099,68845586,68846037,68847215,68849417,68853182,68855903,68857301,68862076,68863556,68867192,	68771366,68772314,68835796,68842470,68842751,68844244,68845762,68846166,68847465,68849662,68853328,68856128,68857529,68862207,68863700,68869445,	0	CDH1	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,1,0,0,
75	NM_181798	chr11	+	2482683	2870340	2482939	2869233	16	2482683,2549157,2591857,2592554,2593242,2594075,2604664,2606441,2608799,2609942,2683190,2790073,2797189,2798215,2799205,2868996,	2482944,2549248,2591984,2592633,2593339,2594216,2604775,2606537,2608922,2610084,2683311,2790149,2797284,2798262,2799267,2870340,	0	KCNQ1	cmpl	cmpl	0,2,0,1,2,0,0,0,0,0,1,2,0,2,1,0,
